StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-05 21:48:38,2020-10-05 21:48:58,IP Address,100.1.241.115,4,19,False,2020-10-12 21:49:39,R_2bQ5TZoiZA1PnLs,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 22:33:31,2020-10-05 22:34:25,IP Address,107.77.204.177,4,54,False,2020-10-12 22:35:14,R_sUb7LTNpHWzIWIh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 22:44:36,2020-10-05 22:46:54,IP Address,24.187.133.203,20,137,False,2020-10-12 22:47:11,R_ZmoGbT3KsONZCsF,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-05 23:46:20,2020-10-05 23:46:28,IP Address,24.228.141.78,8,8,False,2020-10-12 23:47:17,R_3CJEChMkcv0hHGK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 00:03:29,2020-10-06 00:03:56,IP Address,69.136.114.32,8,27,False,2020-10-13 00:04:12,R_WkczAWgaPykSVLr,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 06:20:42,2020-10-06 06:21:01,IP Address,73.244.100.84,4,18,False,2020-10-13 06:21:20,R_3hij8hmIwy9RYEZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 08:25:40,2020-10-06 08:30:21,IP Address,173.70.146.116,36,280,False,2020-10-13 08:30:40,R_SIS31Bs3TWrAoPD,,,,,,,anonymous,EN,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,True,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 11:46:38,2020-10-06 11:46:51,IP Address,74.105.39.92,8,12,False,2020-10-13 11:47:12,R_00OemyzJQBQ3GjD,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 13:32:01,2020-10-06 13:33:25,IP Address,174.26.102.118,12,84,False,2020-10-13 13:33:42,R_3CQwFNE0orixvCt,,,,,,,anonymous,EN,Somewhat Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 16:01:34,2020-10-06 16:03:44,IP Address,74.105.46.46,12,130,False,2020-10-13 16:03:49,R_30jK92UdqwzksUv,,,,,,,anonymous,EN,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-06 19:26:46,2020-10-06 19:28:59,IP Address,73.132.106.189,20,132,False,2020-10-13 19:29:02,R_1LLjisX7J3SDqBn,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 18:24:13,2020-10-07 18:24:28,IP Address,172.58.235.160,8,14,False,2020-10-14 18:24:38,R_3gL6FAdBAr4F5Qw,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 18:30:05,2020-10-07 18:37:51,IP Address,149.151.170.161,36,465,False,2020-10-14 18:38:20,R_3fHN9dgTC9DJjgz,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,True,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 18:52:37,2020-10-07 18:53:25,IP Address,68.196.135.7,8,48,False,2020-10-14 18:53:27,R_3I0IwkkgaoqQDFB,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 19:22:31,2020-10-07 19:32:43,IP Address,107.77.225.198,20,611,False,2020-10-14 19:33:08,R_RFwKzk8SEqTPqPn,,,,,,,anonymous,EN,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 19:45:07,2020-10-07 19:47:42,IP Address,107.77.204.232,12,155,False,2020-10-14 19:47:58,R_1Lvx9eIsTjXFq1Q,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 20:07:15,2020-10-07 20:16:20,IP Address,72.68.45.208,36,545,False,2020-10-14 20:16:44,R_1jE51QfDdU5pLJ3,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,False,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 20:51:20,2020-10-07 20:51:51,IP Address,74.90.32.57,8,30,False,2020-10-14 20:52:14,R_3kvUUPzcHkX244t,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 21:27:40,2020-10-07 21:28:48,IP Address,71.187.158.207,12,68,False,2020-10-14 21:29:03,R_2tkZtPVPJLTYFkO,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 21:48:19,2020-10-07 21:48:59,IP Address,74.105.14.164,8,39,False,2020-10-14 21:49:18,R_BGo5L1kW86JQ33X,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-07 23:26:01,2020-10-07 23:28:22,IP Address,174.225.131.227,20,140,False,2020-10-14 23:28:30,R_2D22rQCSp80VwpN,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 07:25:16,2020-10-08 07:25:27,IP Address,67.83.113.118,8,10,False,2020-10-15 07:25:32,R_3I6Tc0PirW91Tsn,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 06:50:19,2020-10-08 07:39:32,IP Address,174.204.128.146,12,2953,False,2020-10-15 07:39:46,R_2tFEduJ6bCEn0uY,,,,,,,anonymous,EN,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Neutral,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 08:03:37,2020-10-08 08:03:51,IP Address,69.124.240.152,8,13,False,2020-10-15 08:04:15,R_2E5D3EbBAZwtaR7,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 09:32:45,2020-10-08 09:33:12,IP Address,173.63.239.62,8,26,False,2020-10-15 09:33:41,R_1FdSTtGk8ZnQf05,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 09:56:35,2020-10-08 09:56:46,IP Address,67.241.49.76,8,10,False,2020-10-15 09:56:58,R_1PbcGAbsVyV1TOP,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 14:14:44,2020-10-08 14:14:56,IP Address,73.199.80.183,8,12,False,2020-10-15 14:15:37,R_2wKPgWk2qV2M7pK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 13:27:09,2020-10-08 16:31:12,IP Address,149.151.79.151,12,11042,False,2020-10-15 16:31:14,R_O2uj9CBmrEmnEL7,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 15:34:02,2020-10-08 16:58:02,IP Address,71.187.40.242,12,5040,False,2020-10-15 16:58:23,R_2R9zS4NLkOS5N2R,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 17:49:15,2020-10-08 17:51:21,IP Address,107.141.185.37,28,125,False,2020-10-15 17:51:53,R_3n1QyNchki6bWQk,,,,,,,anonymous,EN,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,False,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Somewhat Disagree,Neutral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 18:12:41,2020-10-08 18:13:32,IP Address,68.129.91.93,8,51,False,2020-10-15 18:13:50,R_2WSbo4h5EFASHMR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 15:34:09,2020-10-08 19:00:23,IP Address,73.112.172.43,28,12373,False,2020-10-15 19:00:24,R_1ina5dB8Us1H2Hp,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,False,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 19:11:04,2020-10-08 19:11:43,IP Address,173.54.10.202,8,39,False,2020-10-15 19:15:06,R_3PibdC5Uhx82fVh,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 19:21:09,2020-10-08 19:24:15,IP Address,99.172.120.49,8,185,False,2020-10-15 19:24:23,R_24pUVX5cX3BWej9,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 20:16:02,2020-10-08 20:16:16,IP Address,107.77.225.56,8,13,False,2020-10-15 20:16:26,R_2U0jtsDJwXObjar,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 20:31:25,2020-10-08 20:32:25,IP Address,73.238.6.96,8,60,False,2020-10-15 20:32:33,R_1EdjHnK72drm6zI,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 23:17:47,2020-10-08 23:18:00,IP Address,173.63.192.53,8,13,False,2020-10-15 23:18:08,R_1ItwdqTXQrfJXRM,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-08 23:18:31,2020-10-08 23:18:40,Spam,173.63.192.53,8,8,False,2020-10-15 23:18:45,R_oY6RCB4BsyTUTvz,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 06:34:41,2020-10-09 06:39:58,IP Address,70.94.203.150,28,317,False,2020-10-16 06:40:52,R_3p41Y2Uo4e5T4PL,,,,,,,anonymous,EN,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,True,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,,Somewhat Disagree,Neutral,Somewhat Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 07:01:55,2020-10-09 07:04:28,IP Address,174.204.87.64,20,153,False,2020-10-16 07:04:32,R_1CwkqIUaCEXvR5T,,,,,,,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 07:22:51,2020-10-09 07:25:10,IP Address,76.117.160.120,12,138,False,2020-10-16 07:25:18,R_3IYMkZYaV3ZkvPf,,,,,,,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,,Strongly Agree,Strongly Disagree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 07:36:33,2020-10-09 07:39:56,IP Address,174.198.231.254,12,202,False,2020-10-16 07:40:43,R_10SowuMq0nhIh1v,,,,,,,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16 03:33:30,2020-10-16 07:47:14,IP Address,71.127.223.107,100,15224,True,2020-10-16 07:47:14,R_1LSysZOx37BeFco,,,,,40.8137054443359375,-74.1233978271484375,anonymous,EN,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,True,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,True,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Neutral,Somewhat Agree,55-64 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Country",,$250 to $500,$100 to $250,$25 to $50,2,2,2
2020-10-16 09:53:16,2020-10-16 10:12:18,IP Address,69.127.86.238,100,1141,True,2020-10-16 10:12:18,R_243W2fFrZlxZJPr,,,,,41.0301055908203125,-74.29650115966796875,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,True,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,True,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,25-34 years old,Male,"Hispanic or Latino,Asian / Pacific Islander",,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Heavy metal,Musical theater,Classical,Country,R&B,EDM,Other","if it slaps, I'm listening to it","$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25",0,2,2
2020-10-09 10:14:01,2020-10-09 10:14:31,IP Address,67.86.183.245,8,29,False,2020-10-16 10:14:50,R_vxiCzAgnaMGKlEZ,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 11:34:20,2020-10-09 11:34:43,IP Address,24.186.230.133,8,22,False,2020-10-16 11:34:43,R_3EElAVXXHdajbfR,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 11:51:23,2020-10-09 11:51:37,IP Address,24.189.77.252,8,14,False,2020-10-16 11:51:39,R_Z8MRFHfJBZUOdpv,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 13:53:50,2020-10-09 13:54:04,IP Address,24.189.77.252,8,13,False,2020-10-16 13:54:19,R_3fZtfUbiXkgK2nE,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 15:10:09,2020-10-09 15:11:25,IP Address,67.87.13.230,12,76,False,2020-10-16 15:11:47,R_2QRMQxCHHLS0yZ8,,,,,,,anonymous,EN,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-09 15:13:36,2020-10-09 15:14:41,IP Address,45.46.231.127,8,64,False,2020-10-16 15:15:09,R_2uHAywjnoAUDVvC,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-16 15:16:48,2020-10-16 15:28:17,IP Address,149.151.66.174,100,688,True,2020-10-16 15:28:17,R_2EgFMLlHLuN9vpY,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Neutral,Somewhat Disagree,Strongly Disagree,True,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,False,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,18-24 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Rock,Jazz,Blues,Folk,Heavy metal,Musical theater,Classical,EDM",,"$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50","$0,Less than $25",2,-2,0
2020-10-09 15:43:45,2020-10-09 15:43:50,IP Address,69.119.1.99,8,4,False,2020-10-16 15:44:14,R_3rOKGCpjWDg9CiF,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
